ensembl_gene_id	hgnc_symbol	entrezgene_id	gene_length
ENSG00000281878		NA	1017
ENSG00000273027		NA	460
ENSG00000272825		NA	652
ENSG00000276529		NA	443
ENSG00000234880	LINC00163	727699	2145
ENSG00000279962		NA	236
ENSG00000242707	RN7SL362P	NA	267
ENSG00000261706	LINC00165	727701	824
ENSG00000186866	POFUT2	23275	1761.42857142857
ENSG00000101654	RNMT	8731	2435.8
ENSG00000236276	NDP-AS1	NA	1182.5
ENSG00000283737		NA	585.5
ENSG00000233661	SPIN4-AS1	NA	426
ENSG00000087842	PIR	8544	877.333333333333
ENSG00000100330	MTMR3	8897	2983.08333333333
ENSG00000284075		NA	478
ENSG00000284323		NA	592
ENSG00000284390		NA	594
ENSG00000284153	RPS4XP17	NA	754
ENSG00000283979	RFLNB	359845	3988
ENSG00000199509	RNA5SP477	NA	119
ENSG00000214535	RPS15AP1	NA	391
ENSG00000226875	ZNF877P	NA	612
ENSG00000212555	RNU6-192P	NA	100
ENSG00000125850	OVOL2	58495	920.8
ENSG00000070778	PTPN21	11099	2796.66666666667
ENSG00000234135	RPL23AP83	NA	473
ENSG00000235136	PSMA5P1	NA	444
ENSG00000212232	SNORD17	692086	237
ENSG00000131080	EDA2R	60401	2826.25
ENSG00000125871	MGME1	92667	1451.8
ENSG00000218902	PTMAP3	NA	330
ENSG00000227343	RPL15P1	NA	600
ENSG00000252597	RNU7-137P	NA	62
ENSG00000207282		NA	113
ENSG00000232943	GGCTP2	NA	400
ENSG00000266720	RN7SL14P	NA	298
ENSG00000252635	RNU2-56P	NA	190
ENSG00000199719	RN7SKP74	NA	309
ENSG00000232838	PET117	100303755	1151
ENSG00000266049		NA	678.5
ENSG00000207034		NA	117
ENSG00000229382		NA	379
ENSG00000132205	EMILIN2	84034	2754.33333333333
ENSG00000125869	LAMP5	24141	1559.5
ENSG00000275139		NA	3955
ENSG00000205424	PCBP3-AS1	NA	5034
ENSG00000286886		NA	3765
ENSG00000276633		NA	2492
ENSG00000280604		NA	4807
ENSG00000183379	SYNDIG1L	646658	1872.33333333333
ENSG00000173198	CYSLTR1	10800	2805
ENSG00000272625		NA	720
ENSG00000265907		NA	1555.66666666667
ENSG00000183570	PCBP3	54039	1095.59090909091
ENSG00000264186	SNRPCP4	NA	427
ENSG00000277447		NA	319
ENSG00000259045	MTCO1P2	NA	703
ENSG00000252258		124900407	133
ENSG00000252353	RNU7-25P	NA	62
ENSG00000264539	MIR548AR	100847035	57
ENSG00000139921	TMX1	81542	2361.66666666667
ENSG00000265450	MIR4502	100616227	81
ENSG00000265399		NA	1771
ENSG00000232738		NA	465
ENSG00000285672		NA	1202
ENSG00000169062	UPF3A	65110	1247.75
ENSG00000101608	MYL12A	10627	717.583333333333
ENSG00000125818	PSMF1	9491	2146.45454545455
ENSG00000242952	RPSAP3	NA	887
ENSG00000258791	LINC00520	645687	848.5
ENSG00000182220	ATP6AP2	10159	1501.30303030303
ENSG00000285384	SLC14A2-AS1	NA	468.25
ENSG00000284955		112268408	796
ENSG00000259012	MTCYBP27	NA	670
ENSG00000291539	SEL1L2	80343	1211
ENSG00000258841	EEF1A1P2	NA	1447
ENSG00000215388	ACTG1P3	NA	1114
ENSG00000274269		NA	572
ENSG00000259969		NA	981
ENSG00000258934	YWHAQP1	NA	735
ENSG00000101298	SNPH	9751	4698.75
ENSG00000259007		NA	479
ENSG00000285874		NA	735
ENSG00000226158	CLCP2	NA	421
ENSG00000277801		NA	832
ENSG00000285232		NA	726
ENSG00000213315		NA	459
ENSG00000198824	CHAMP1	283489	3044.7
ENSG00000287491		NA	2040
ENSG00000285060	RPS2P6	NA	895
ENSG00000118680	MYL12B	103910	1110.6
ENSG00000087302	RTRAF	51637	1580
ENSG00000285389		NA	1576
ENSG00000291540	RNU6-278P	NA	109
ENSG00000291542	RPS3P1	NA	192
ENSG00000260615	RPL23AP97	NA	471
ENSG00000289814		NA	3758
ENSG00000235366	LINC01055	NA	1726
ENSG00000102471	NDFIP2	54602	3682.76666666667
ENSG00000265670		NA	387
ENSG00000251702	RNU6-857P	NA	110
ENSG00000125775	SDCBP2	27111	1212.66666666667
ENSG00000134762	DSC3	1825	5156
ENSG00000234369	TATDN1P1	NA	891
ENSG00000231399	SNRPEP8	NA	260
ENSG00000072401	UBE2D1	7321	1867.75
ENSG00000258920	FOXN3-AS1	400236	1077
ENSG00000229932	YWHAZP3	NA	738
ENSG00000266524	GDF10	2662	2677
ENSG00000151320	AKAP6	9472	2273.33333333333
ENSG00000196693	ZNF33B	7582	2008
ENSG00000134765	DSC1	1823	4248
ENSG00000274322		NA	868.5
ENSG00000184012	TMPRSS2	7113	2566.25
ENSG00000184012	TMPRSS2	124905021	2566.25
ENSG00000280162		NA	3658
ENSG00000229728		NA	480
ENSG00000284436	MIR6869	102465524	62
ENSG00000196209	SIRPB2	284759	1292.5
ENSG00000235356		NA	457
ENSG00000242324		NA	1720
ENSG00000252103	RNU6-917P	NA	104
ENSG00000125900	SIRPD	128646	686.333333333333
ENSG00000134760	DSG1	1828	4524
ENSG00000275919		NA	264
ENSG00000231981	RPL7L1P12	NA	729
ENSG00000207298	RNU6-83P	NA	112
ENSG00000260992	DOCK9-DT	NA	807
ENSG00000230871	RPS6P23	NA	722
ENSG00000271523	TVP23BP3	NA	457
ENSG00000099250	NRP1	8829	2865.92857142857
ENSG00000228438		NA	144
ENSG00000276385		NA	498
ENSG00000088387	DOCK9	23348	4386.13636363636
ENSG00000275222		NA	252
ENSG00000124104	SNX21	90203	1503.84615384615
ENSG00000207019	RNU6-167P	NA	106
ENSG00000154611	PSMA8	143471	1753.6
ENSG00000139874	SSTR1	6751	4390
ENSG00000258788	CKS1BP1	NA	240
ENSG00000287990		NA	2690
ENSG00000258762	MTND4P33	NA	766
ENSG00000100629	CEP128	145508	1457.375
ENSG00000133454	MYO18B	84700	4345.3
ENSG00000291739		NA	197
ENSG00000291737	ZNF558	148156	2142
ENSG00000277051		NA	311
ENSG00000132801	ZSWIM3	140831	2776
ENSG00000271984		NA	569
ENSG00000100979	PLTP	5360	1765
ENSG00000291741		NA	537
ENSG00000291743	MBD3L1	85509	820.5
ENSG00000291742		NA	477
ENSG00000291736	BOLA3P2	NA	323
ENSG00000291740	OR1M4P	NA	287
ENSG00000291738	MUC16	94025	21426
ENSG00000154845	PPP4R1	9989	939.137931034483
ENSG00000100982	PCIF1	63935	1546.66666666667
ENSG00000157601	MX1	4599	3059.08333333333
ENSG00000258275	OR7K1P	NA	926
ENSG00000139971	ARMH4	145407	1997.5
ENSG00000198026	ZNF335	63925	2359.5
ENSG00000258749		NA	889
ENSG00000233575		NA	324
ENSG00000258506		NA	100
ENSG00000224836		NA	334
ENSG00000228783	H3P29	NA	392
ENSG00000258729		NA	1677.5
ENSG00000258608	DNAJC19P9	NA	351
ENSG00000120158	RCL1	10171	1149.22222222222
ENSG00000258519		NA	305
ENSG00000119720	NRDE2	55051	2782.5
ENSG00000284774	HSF1	3297	1244.21428571429
ENSG00000235525	FTLP1	NA	526
ENSG00000100985	MMP9	4318	2336
ENSG00000204044	SLC12A5-AS1	109729184	1224
ENSG00000131196	NFATC1	4772	2565.72222222222
ENSG00000088832	FKBP1A	2280	1732.94736842105
ENSG00000235137	HSP90AB6P	NA	1980
ENSG00000272329		NA	1244.5
ENSG00000222472	RN7SKP7	NA	285
ENSG00000120694	HSPH1	10808	3036.55555555556
ENSG00000291749	MIR1245A	100302219	70
ENSG00000291750	MIR1245B	100616324	69
ENSG00000291751	MIR3606	100500837	63
ENSG00000258394		NA	515
ENSG00000258424		NA	300
ENSG00000291748	COL3A1	1281	2757.8
ENSG00000205476	CCDC85C	317762	3380.14285714286
ENSG00000220937	HNRNPA1P41	NA	928
ENSG00000278754		NA	132
ENSG00000287465		NA	516
ENSG00000226470	RPS29P33	NA	146
ENSG00000231491	JKAMPP1	NA	919
ENSG00000228810	PABPC1P11	NA	2007
ENSG00000147100	SLC16A2	6567	3302.33333333333
ENSG00000183354	BRD10	158358	3702.16666666667
ENSG00000285482	DGAT1	8694	1216.625
ENSG00000225116	TCEAL9P1	NA	268
ENSG00000232186	TERF1P7	NA	1228
ENSG00000213684	LDHBP2	NA	1005
ENSG00000235170	MTND1P31	NA	961
ENSG00000183486	MX2	4600	2165.88888888889
ENSG00000230311	TOMM20P4	NA	435
ENSG00000226502	KRT8P27	NA	1457
ENSG00000283546		NA	708
ENSG00000088836	SLC4A11	83959	1975.25
ENSG00000102316	MAGED2	10916	1461.15384615385
ENSG00000120594	PLXDC2	84898	5666.66666666667
ENSG00000236594	RPS27AP14	NA	454
ENSG00000227607	SUMO2P2	NA	255
ENSG00000228165		NA	75
ENSG00000044459	CNTLN	54875	3293.25
ENSG00000080823	MOK	5891	1122.125
ENSG00000157578	LCA5L	150082	1097.2380952381
ENSG00000228599	RPL7P52	NA	742
ENSG00000284431		NA	4563
ENSG00000250349		NA	954
ENSG00000234146	AKAP8P1	NA	1349
ENSG00000213362	FTH1P12	NA	551
ENSG00000227734		NA	303
ENSG00000213657	RPL31P44	NA	377
ENSG00000100359	SGSM3	27352	1428.46153846154
ENSG00000272319		NA	135
ENSG00000188133	TMEM215	401498	5342
ENSG00000226113		NA	425
ENSG00000102349	KLF8	11279	5148.16666666667
ENSG00000176399	DMRTA1	63951	5586
ENSG00000227877	MRLN	100507027	609.272727272727
ENSG00000147874	HAUS6	54801	3586.33333333333
ENSG00000233724		NA	761
ENSG00000270754	NEK4P3	NA	544
ENSG00000284758		NA	444
ENSG00000226395	MRPS21P5	NA	231
ENSG00000270421		NA	360
ENSG00000285428	MIR6848	102465511	70
ENSG00000284923	SCRT1	83482	3980
ENSG00000226296		NA	597
ENSG00000235816	PRELID1P3	NA	643
ENSG00000165757	JCAD	57608	3532.66666666667
ENSG00000285272	TMEM249	340393	1154
ENSG00000223707	SFR1P2	NA	730
ENSG00000230247	HNRNPH3P1	NA	583
ENSG00000275223		NA	723
ENSG00000230665	THAP12P1	NA	2203
ENSG00000276897		NA	180
ENSG00000225715	PSMA1P1	NA	778
ENSG00000237089	PCNPP4	NA	517
ENSG00000214629	RPSAP6	NA	882
ENSG00000271693		NA	117
ENSG00000125967	NECAB3	63941	1028.72727272727
ENSG00000155622	XAGE2	9502	627
ENSG00000077327	SPAG6	9576	1519.44444444444
ENSG00000223574	TPMTP4	NA	678
ENSG00000285047		NA	1596
ENSG00000233063	SAR1AP4	NA	591
ENSG00000288115		NA	579
ENSG00000285442	FBXL6	26233	1304
ENSG00000196468	FGF16	8823	1666
ENSG00000288336		NA	792
ENSG00000288216	SLC5A11	115584	1905.61538461538
ENSG00000232168	P2RY10BP	NA	913
ENSG00000147183	CPXCR1	53336	1562.66666666667
ENSG00000288284		NA	333
ENSG00000288238		NA	51
ENSG00000288513	OR4F4	NA	1072
ENSG00000290629		NA	1759
ENSG00000288495	OR4G2P	NA	903
ENSG00000224755	HMGN1P34	NA	290
ENSG00000288123	OR4G6P	NA	880
ENSG00000288464	FAM138E	100124412	888.5
ENSG00000154723	ATP5PF	522	715.5
ENSG00000288246		NA	771.333333333333
ENSG00000237083	RPL31P42	NA	301
ENSG00000187676	B3GLCT	145173	2513
ENSG00000229080	MTCO3P30	NA	670
ENSG00000280683	LINC01242	NA	1966
ENSG00000236739	CLIC4P1	NA	535
ENSG00000288468	MIR1302-10	100422834	138
ENSG00000270683	GARIN3P1	NA	523
ENSG00000290631		NA	1006.33333333333
ENSG00000224488	SAMM50P1	NA	1399
ENSG00000164985	PSIP1	11168	1598.63636363636
ENSG00000229427	ANKRD26P4	NA	950
ENSG00000180776	ZDHHC20	253832	2392.18181818182
ENSG00000147099	HDAC8	55869	1848.13333333333
ENSG00000285451	ADCK5	203054	1006.875
ENSG00000280348		NA	2130
ENSG00000279463		NA	448
ENSG00000206617	RNY1P5	NA	115
ENSG00000227413		NA	355
ENSG00000172912	COX6B1P3	NA	260
ENSG00000139793	MBNL2	10150	3384
ENSG00000288207	WASH3P	NA	1394
ENSG00000230071	RPL4P6	NA	1304
ENSG00000264661	MIR3200	100422912	85
ENSG00000237977	EIF4HP2	NA	563
ENSG00000133422	MORC2	22880	2012.17647058824
ENSG00000227972	THAP12P3	NA	2266
ENSG00000165406	MARCHF8	220972	2448
ENSG00000288355	MIR6859-3	102465910	68
ENSG00000290633		727856	1570
ENSG00000290633		100288486	1570
ENSG00000288170	DDX11L9	NA	573
ENSG00000237338	FTCD-AS1	100861507	500
ENSG00000107984	DKK1	22943	840.25
ENSG00000160284	SPATC1L	84221	1743
ENSG00000282906		NA	920.5
ENSG00000160285	LSS	4047	2161.90909090909
ENSG00000285049	CPSF1	29894	1197.71428571429
ENSG00000170759	KIF5B	3799	3180
ENSG00000100764	PSMC1	5700	1454.14285714286
ENSG00000057593	F7	2155	1822.33333333333
ENSG00000288392		NA	303
ENSG00000288236		NA	360
ENSG00000288506		NA	360
ENSG00000258380		NA	341
ENSG00000286582		NA	2618
ENSG00000259036		NA	572
ENSG00000257976		NA	1042
ENSG00000258923	MTND5P35	NA	1720
ENSG00000150636	CCDC102B	79839	1081.18181818182
ENSG00000260810		NA	705
ENSG00000259050	CHORDC2P	NA	1090
ENSG00000149609	C20orf144	128864	1388
ENSG00000259039		NA	1140.33333333333
ENSG00000271803		NA	440
ENSG00000271712		NA	1019
ENSG00000101412	E2F1	1869	2690
ENSG00000287437		NA	2680
ENSG00000259053		NA	452
ENSG00000240051	RPL23AP10	NA	466
ENSG00000281614	INPP5D	3635	1566.14285714286
ENSG00000066739	ATG2B	55102	2494.42857142857
ENSG00000137074	APTX	54840	1705.14285714286
ENSG00000126218	F10	2159	1146.57142857143
ENSG00000101417	PXMP4	11264	2552.66666666667
ENSG00000276664		NA	145
ENSG00000276057		NA	87
ENSG00000276965		NA	237
ENSG00000275307		NA	181
ENSG00000269987		NA	546
ENSG00000269972		NA	264
ENSG00000278008	PPP1R26P4	NA	3527
ENSG00000239989		NA	391
ENSG00000234764	E2F6P1	NA	745
ENSG00000183628	DGCR6	8214	1401
ENSG00000053747	LAMA3	3909	3570.33333333333
ENSG00000230837	RPL31P2	NA	377
ENSG00000101421	CHMP4B	128866	1602
ENSG00000288515		NA	306
ENSG00000240639	RN7SL666P	NA	304
ENSG00000226038	PPIAP21	NA	501
ENSG00000288259		NA	360
ENSG00000252193		124900461	125
ENSG00000288147		NA	360
ENSG00000283948	IGHVIII-16-1	NA	304
ENSG00000211949	IGHV3-23	NA	432
ENSG00000242372	EIF6	3692	873.888888888889
ENSG00000100784	RPS6KA5	9252	5068.5
ENSG00000283809		NA	1669
ENSG00000283583		NA	176
ENSG00000237517	CELSR1P1	NA	862
ENSG00000230371	KARS1P2	NA	1639
ENSG00000283828		102724474	2238
ENSG00000126231	PROZ	8858	1156
ENSG00000283366		NA	154
ENSG00000270393		NA	874
ENSG00000288353	ARHGAP17	55114	1463.75
ENSG00000206739		NA	112
ENSG00000273311	DGCR11	25786	2214
ENSG00000237347	RPL28P6	NA	403
ENSG00000281530		NA	803
ENSG00000232710		NA	667
ENSG00000281538		NA	631
ENSG00000287855		NA	1814
ENSG00000100246	DNAL4	10126	926.25
ENSG00000261732		NA	5326
ENSG00000152465	NMT2	9397	2040.4
ENSG00000223901		NA	741.5
ENSG00000228137		NA	390
ENSG00000239415		NA	1350
ENSG00000160282	FTCD	10841	1177.33333333333
ENSG00000197562	RAB40C	57799	1510.33333333333
ENSG00000183741	CBX6	23466	3818.66666666667
ENSG00000269125		NA	182
ENSG00000284918	MIR939	100126351	82
ENSG00000285207	MIR1234	100302196	80
ENSG00000285088	MIR6849	102466749	69
ENSG00000284888		NA	485
ENSG00000126226	PCID2	55795	1416.125
ENSG00000285243	SLC39A4	55630	1204.22222222222
ENSG00000252367		NA	91
ENSG00000132646	PCNA	5111	1317.5
ENSG00000179750	APOBEC3B	9582	1518.75
ENSG00000288385		NA	273
ENSG00000288416		NA	360
ENSG00000288391		NA	306
ENSG00000212517		124900464	123
ENSG00000101290	CDS2	8760	2822
ENSG00000287541		NA	145
ENSG00000257108	NHLRC4	283948	2083.5
ENSG00000239857	GET4	51608	1364.14285714286
ENSG00000254045	IGHVIII-22-2	NA	28
ENSG00000258446		NA	303
ENSG00000211956	IGHV4-34	NA	400
ENSG00000280327		NA	1656
ENSG00000140057	AK7	122481	1295
ENSG00000233703		NA	405
ENSG00000285339	VPS28	51160	1193.5
ENSG00000244509	APOBEC3C	27350	1850
ENSG00000060339	CCAR1	55749	1925.33333333333
ENSG00000225022	UBE2D3P1	NA	444
ENSG00000101292	PROKR2	128674	4173.33333333333
ENSG00000254174	IGHV1-12	NA	205
ENSG00000066455	GOLGA5	9950	1408
ENSG00000200313	RNA5-8SP7	NA	155
ENSG00000280669	RN7SL32P	NA	281
ENSG00000276688		NA	313
ENSG00000159267	HLCS	3141	4299.55555555556
ENSG00000281089	ATG16L1	55054	1853.16666666667
ENSG00000089006	SNX5	27131	1322.26315789474
ENSG00000284554		NA	2121
ENSG00000167930	FAM234A	83986	1391.85714285714
ENSG00000128394	APOBEC3F	200316	1603
ENSG00000221398		124900474	128
ENSG00000221398		124900475	128
ENSG00000288410		NA	306
ENSG00000164880	INTS1	26173	1635.625
ENSG00000180509	KCNE1	3753	1964.5
ENSG00000288285		NA	360
ENSG00000259421		NA	258
ENSG00000239713	APOBEC3G	60489	1416.42857142857
ENSG00000142156	COL6A1	1291	1484.55555555556
ENSG00000070269	TMEM260	54916	1584.1875
ENSG00000100324	TAB1	10454	1083.28571428571
ENSG00000149600	COMMD7	149951	1295
ENSG00000157927	RADIL	55698	2413.85714285714
ENSG00000288230		NA	306
ENSG00000288180		NA	360
ENSG00000288438		NA	360
ENSG00000291769		NA	1135
ENSG00000291765	COL18A1-AS2	100874236	552
ENSG00000288482	MIR6724-3	103504739	92
ENSG00000288192		NA	90
ENSG00000291766	COL18A1-AS1	378832	2883
ENSG00000288444		NA	923
ENSG00000288387	RNA5-8SN3	109910381	153
ENSG00000288387	RNA5-8SN3	124907114	153
ENSG00000288387	RNA5-8SN3	124907115	153
ENSG00000288387	RNA5-8SN3	124907116	153
ENSG00000288387	RNA5-8SN3	124907117	153
ENSG00000288387	RNA5-8SN3	124907118	153
ENSG00000288387	RNA5-8SN3	124907119	153
ENSG00000288387	RNA5-8SN3	124907120	153
ENSG00000288387	RNA5-8SN3	124907121	153
ENSG00000288387	RNA5-8SN3	124907122	153
ENSG00000288387	RNA5-8SN3	124907123	153
ENSG00000288387	RNA5-8SN3	124907124	153
ENSG00000288387	RNA5-8SN3	124907125	153
ENSG00000288387	RNA5-8SN3	124907126	153
ENSG00000288387	RNA5-8SN3	124907127	153
ENSG00000288387	RNA5-8SN3	124907128	153
ENSG00000288387	RNA5-8SN3	124907129	153
ENSG00000288387	RNA5-8SN3	124907130	153
ENSG00000288387	RNA5-8SN3	124907131	153
ENSG00000288387	RNA5-8SN3	124907132	153
ENSG00000288387	RNA5-8SN3	124907133	153
ENSG00000288387	RNA5-8SN3	124907134	153
ENSG00000288387	RNA5-8SN3	124907135	153
ENSG00000288387	RNA5-8SN3	124907136	153
ENSG00000288387	RNA5-8SN3	124907137	153
ENSG00000288387	RNA5-8SN3	124907138	153
ENSG00000288387	RNA5-8SN3	124907139	153
ENSG00000288387	RNA5-8SN3	124907140	153
ENSG00000288387	RNA5-8SN3	124907141	153
ENSG00000288387	RNA5-8SN3	124907142	153
ENSG00000288387	RNA5-8SN3	124907143	153
ENSG00000288387	RNA5-8SN3	124907144	153
ENSG00000288387	RNA5-8SN3	124907145	153
ENSG00000288387	RNA5-8SN3	124907146	153
ENSG00000288387	RNA5-8SN3	124907147	153
ENSG00000288387	RNA5-8SN3	124907148	153
ENSG00000288387	RNA5-8SN3	124907149	153
ENSG00000288387	RNA5-8SN3	124907150	153
ENSG00000288387	RNA5-8SN3	124907151	153
ENSG00000288387	RNA5-8SN3	124907152	153
ENSG00000288387	RNA5-8SN3	124907153	153
ENSG00000288387	RNA5-8SN3	124907154	153
ENSG00000288387	RNA5-8SN3	124907155	153
ENSG00000288387	RNA5-8SN3	124907160	153
ENSG00000288387	RNA5-8SN3	124907172	153
ENSG00000288387	RNA5-8SN3	124907183	153
ENSG00000288387	RNA5-8SN3	124907194	153
ENSG00000288387	RNA5-8SN3	124907205	153
ENSG00000288387	RNA5-8SN3	124907216	153
ENSG00000288387	RNA5-8SN3	124907227	153
ENSG00000288387	RNA5-8SN3	124907238	153
ENSG00000288387	RNA5-8SN3	124907248	153
ENSG00000288387	RNA5-8SN3	124907258	153
ENSG00000288387	RNA5-8SN3	124907269	153
ENSG00000288387	RNA5-8SN3	124907280	153
ENSG00000288387	RNA5-8SN3	124907291	153
ENSG00000288387	RNA5-8SN3	124907302	153
ENSG00000288387	RNA5-8SN3	124907313	153
ENSG00000288387	RNA5-8SN3	124907324	153
ENSG00000288387	RNA5-8SN3	124907327	153
ENSG00000288387	RNA5-8SN3	124907328	153
ENSG00000288387	RNA5-8SN3	124907329	153
ENSG00000288387	RNA5-8SN3	124907330	153
ENSG00000288387	RNA5-8SN3	124907331	153
ENSG00000288387	RNA5-8SN3	124907332	153
ENSG00000288387	RNA5-8SN3	124907333	153
ENSG00000288387	RNA5-8SN3	124907334	153
ENSG00000288387	RNA5-8SN3	124907335	153
ENSG00000288387	RNA5-8SN3	124907336	153
ENSG00000288387	RNA5-8SN3	124907337	153
ENSG00000288387	RNA5-8SN3	124907338	153
ENSG00000288387	RNA5-8SN3	124907339	153
ENSG00000288387	RNA5-8SN3	124907340	153
ENSG00000288387	RNA5-8SN3	124907341	153
ENSG00000288387	RNA5-8SN3	124907342	153
ENSG00000288387	RNA5-8SN3	124907343	153
ENSG00000288387	RNA5-8SN3	124907439	153
ENSG00000288387	RNA5-8SN3	124907440	153
ENSG00000288387	RNA5-8SN3	124907450	153
ENSG00000288387	RNA5-8SN3	124907458	153
ENSG00000288387	RNA5-8SN3	124907467	153
ENSG00000288387	RNA5-8SN3	124907475	153
ENSG00000288387	RNA5-8SN3	124907476	153
ENSG00000288387	RNA5-8SN3	124907477	153
ENSG00000288387	RNA5-8SN3	124907478	153
ENSG00000288387	RNA5-8SN3	124907479	153
ENSG00000288387	RNA5-8SN3	124907480	153
ENSG00000288387	RNA5-8SN3	124907481	153
ENSG00000288387	RNA5-8SN3	124907482	153
ENSG00000288387	RNA5-8SN3	124907483	153
ENSG00000288387	RNA5-8SN3	124907484	153
ENSG00000288387	RNA5-8SN3	124907572	153
ENSG00000288387	RNA5-8SN3	124907573	153
ENSG00000288387	RNA5-8SN3	124907574	153
ENSG00000288387	RNA5-8SN3	124907575	153
ENSG00000288387	RNA5-8SN3	124907576	153
ENSG00000288387	RNA5-8SN3	124907577	153
ENSG00000288387	RNA5-8SN3	124907578	153
ENSG00000288387	RNA5-8SN3	124907579	153
ENSG00000288387	RNA5-8SN3	124907580	153
ENSG00000288387	RNA5-8SN3	124907581	153
ENSG00000288387	RNA5-8SN3	124907584	153
ENSG00000288387	RNA5-8SN3	124907585	153
ENSG00000288387	RNA5-8SN3	124907586	153
ENSG00000288387	RNA5-8SN3	124907587	153
ENSG00000288387	RNA5-8SN3	124907588	153
ENSG00000288387	RNA5-8SN3	124907589	153
ENSG00000288387	RNA5-8SN3	124907590	153
ENSG00000288387	RNA5-8SN3	124907591	153
ENSG00000288387	RNA5-8SN3	124907592	153
ENSG00000288387	RNA5-8SN3	124907593	153
ENSG00000288387	RNA5-8SN3	124907594	153
ENSG00000288387	RNA5-8SN3	124907595	153
ENSG00000288387	RNA5-8SN3	124907596	153
ENSG00000288387	RNA5-8SN3	124907597	153
ENSG00000288387	RNA5-8SN3	124907598	153
ENSG00000288387	RNA5-8SN3	124907600	153
ENSG00000288387	RNA5-8SN3	124907611	153
ENSG00000288387	RNA5-8SN3	124907622	153
ENSG00000288387	RNA5-8SN3	124907633	153
ENSG00000288387	RNA5-8SN3	124907644	153
ENSG00000288387	RNA5-8SN3	124907655	153
ENSG00000288387	RNA5-8SN3	124907662	153
ENSG00000288387	RNA5-8SN3	124907673	153
ENSG00000288387	RNA5-8SN3	124907684	153
ENSG00000288387	RNA5-8SN3	124907694	153
ENSG00000288387	RNA5-8SN3	124907705	153
ENSG00000288387	RNA5-8SN3	124907709	153
ENSG00000288387	RNA5-8SN3	124907710	153
ENSG00000288387	RNA5-8SN3	124907711	153
ENSG00000288387	RNA5-8SN3	124907712	153
ENSG00000288387	RNA5-8SN3	124907713	153
ENSG00000288387	RNA5-8SN3	124907714	153
ENSG00000288387	RNA5-8SN3	124907715	153
ENSG00000288387	RNA5-8SN3	124907716	153
ENSG00000288387	RNA5-8SN3	124907717	153
ENSG00000288387	RNA5-8SN3	124907718	153
ENSG00000288387	RNA5-8SN3	124907719	153
ENSG00000288387	RNA5-8SN3	124907720	153
ENSG00000288387	RNA5-8SN3	124907721	153
ENSG00000288387	RNA5-8SN3	124908237	153
ENSG00000288387	RNA5-8SN3	124908238	153
ENSG00000288387	RNA5-8SN3	124908239	153
ENSG00000288387	RNA5-8SN3	124908240	153
ENSG00000288387	RNA5-8SN3	124908241	153
ENSG00000288387	RNA5-8SN3	124908242	153
ENSG00000288387	RNA5-8SN3	124908243	153
ENSG00000288387	RNA5-8SN3	124908244	153
ENSG00000288387	RNA5-8SN3	124908245	153
ENSG00000288387	RNA5-8SN3	124908246	153
ENSG00000288387	RNA5-8SN3	124908247	153
ENSG00000288387	RNA5-8SN3	124908248	153
ENSG00000288387	RNA5-8SN3	124908249	153
ENSG00000288387	RNA5-8SN3	124908257	153
ENSG00000288387	RNA5-8SN3	124908268	153
ENSG00000288387	RNA5-8SN3	124908278	153
ENSG00000288387	RNA5-8SN3	124908289	153
ENSG00000288387	RNA5-8SN3	124908300	153
ENSG00000288387	RNA5-8SN3	124908310	153
ENSG00000288387	RNA5-8SN3	124908316	153
ENSG00000288387	RNA5-8SN3	124908327	153
ENSG00000288387	RNA5-8SN3	124908336	153
ENSG00000288387	RNA5-8SN3	124908347	153
ENSG00000288387	RNA5-8SN3	124908358	153
ENSG00000288387	RNA5-8SN3	124908368	153
ENSG00000288387	RNA5-8SN3	124908369	153
ENSG00000288387	RNA5-8SN3	124908370	153
ENSG00000288387	RNA5-8SN3	124908371	153
ENSG00000288387	RNA5-8SN3	124908372	153
ENSG00000288387	RNA5-8SN3	124908373	153
ENSG00000288387	RNA5-8SN3	124908374	153
ENSG00000288387	RNA5-8SN3	124908375	153
ENSG00000288387	RNA5-8SN3	124908376	153
ENSG00000288387	RNA5-8SN3	124908377	153
ENSG00000288387	RNA5-8SN3	124908378	153
ENSG00000288387	RNA5-8SN3	124908379	153
ENSG00000288387	RNA5-8SN3	124908380	153
ENSG00000288387	RNA5-8SN3	124908381	153
ENSG00000288387	RNA5-8SN3	124908382	153
ENSG00000288387	RNA5-8SN3	124908383	153
ENSG00000288387	RNA5-8SN3	124908384	153
ENSG00000288387	RNA5-8SN3	124908385	153
ENSG00000288387	RNA5-8SN3	124908386	153
ENSG00000288387	RNA5-8SN3	124908387	153
ENSG00000288387	RNA5-8SN3	124908388	153
ENSG00000288387	RNA5-8SN3	124908389	153
ENSG00000288387	RNA5-8SN3	124908390	153
ENSG00000288387	RNA5-8SN3	124908391	153
ENSG00000288387	RNA5-8SN3	124908392	153
ENSG00000288387	RNA5-8SN3	124908393	153
ENSG00000288387	RNA5-8SN3	124908474	153
ENSG00000288387	RNA5-8SN3	124908494	153
ENSG00000288387	RNA5-8SN3	124908504	153
ENSG00000288387	RNA5-8SN3	124908512	153
ENSG00000288387	RNA5-8SN3	124908513	153
ENSG00000288387	RNA5-8SN3	124908514	153
ENSG00000288387	RNA5-8SN3	124908515	153
ENSG00000288387	RNA5-8SN3	124908516	153
